Estado civil,Nacionalidade,Migração,Gênero,Idade na matrícula,Estrangeiro,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Necessidades educacionais especiais,Devedor,Taxas de matrícula em dia,Bolsista,Taxa de desemprego,Taxa de inflação,PIB,Modo de inscrição,Ordem de inscrição,Curso,Frequência diurna/noturna   ,Qualificação prévia,disciplinas 1º semestre (creditadas),disciplinas 1º semestre (matriculadas),disciplinas 1º semestre (avaliações),disciplinas 1º semestre (aprovadas),disciplinas 1º semestre (nota),disciplinas 1º semestre (sem avaliações),disciplinas 2º semestre (creditadas),disciplinas 2º semestre (matriculadas),disciplinas 2º semestre (avaliações),disciplinas 2º semestre (aprovadas),disciplinas 2º semestre (nota),disciplinas 2º semestre (sem avaliações),Situação
1,1,0,1,20,0,19,38,9,8,0,0,1,0,10.8,1.4,1.74,1,1,9500,1,1,0,8,12,5,12.002,1,0,8,12,5,12.002,1,Desistente
1,1,0,1,20,0,3,1,2,8,0,0,1,0,12.4,0.5,1.79,1,1,9500,1,1,0,7,10,5,13.976.666.666.666.600,0,0,8,9,8,1.322.222.222.222.220,0,Matriculado
1,1,0,1,35,0,3,19,2,10,0,0,0,0,15.5,2.8,-4.06,7,1,9003,1,3,0,6,10,5,15.2,0,1,6,9,1,11.0,0,Desistente
1,1,0,1,19,0,3,19,4,5,0,0,1,1,15.5,2.8,-4.06,1,1,9670,1,1,0,6,7,6,13.142.857.142.857.100,0,0,6,8,6,14.166.666.666.666.600,0,Graduado
2,1,0,1,43,0,37,37,5,7,0,0,1,0,9.4,-0.8,-3.12,39,2,9147,1,1,0,5,14,0,0.0,1,0,5,5,0,0.0,0,Desistente
1,1,0,1,19,0,3,38,2,1,0,0,1,0,10.8,1.4,1.74,17,5,9500,1,1,0,8,11,7,13.867.142.857.142.800,0,0,8,11,7,13.867.142.857.142.800,0,Graduado
1,1,0,1,25,0,37,37,9,9,0,0,1,0,12.7,3.7,-1.7,39,1,9500,1,1,0,8,11,6,12.675,0,0,8,11,6,12.675,0,Graduado
1,1,1,1,19,0,1,3,5,10,0,0,1,0,13.9,-0.3,0.79,16,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
1,1,1,1,20,0,1,19,9,9,0,0,1,1,7.6,2.6,0.32,17,2,9853,1,1,0,6,6,6,12.0,0,0,6,7,6,12.5,0,Matriculado
1,1,1,1,22,0,38,37,5,5,0,0,1,0,12.7,3.7,-1.7,1,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
1,1,0,1,19,0,37,37,3,3,0,0,1,1,11.1,0.6,02.02,1,1,9254,1,1,0,6,7,6,11.0,0,0,6,6,5,12.2,0,Desistente
2,1,0,1,32,0,19,37,3,9,0,0,1,0,13.9,-0.3,0.79,39,1,9991,0,1,0,5,11,4,10.75,0,0,5,11,4,11.333.333.333.333.300,0,Desistente
2,1,1,1,57,0,37,37,9,7,0,0,1,0,9.4,-0.8,-3.12,39,1,9773,1,38,0,6,7,5,14.2,0,0,6,6,6,14.166.666.666.666.600,0,Graduado
1,1,0,1,20,0,1,19,3,5,0,0,0,0,16.2,0.3,-0.92,1,1,9500,1,1,0,7,11,4,12.6,0,0,7,7,4,11.575,0,Desistente
1,1,1,1,38,0,1,1,5,5,0,0,0,0,8.9,1.4,3.51,39,1,9991,0,1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Desistente
2,1,0,1,45,0,37,3,9,3,0,0,1,0,12.4,0.5,1.79,39,1,9991,0,1,0,5,6,5,14.0,0,0,5,6,5,14.166.666.666.666.600,0,Graduado
2,1,0,1,43,0,37,37,9,10,0,1,0,0,10.8,1.4,1.74,39,1,9773,1,1,0,6,16,2,10.0,0,0,6,12,4,12.25,0,Desistente
1,1,1,1,19,0,38,1,9,9,0,0,1,0,10.8,1.4,1.74,17,4,9070,1,1,0,6,6,6,13.833.333.333.333.300,0,0,6,8,6,13.125,0,Graduado
2,1,0,1,49,0,19,19,4,4,0,0,0,0,15.5,2.8,-4.06,39,1,9991,0,19,0,5,8,2,11.0,0,0,5,5,1,11.0,0,Desistente
2,1,1,1,43,0,37,38,9,7,0,0,1,0,10.8,1.4,1.74,39,1,9500,1,19,0,8,8,7,11.635.714.285.714.200,0,0,8,8,7,11.635.714.285.714.200,0,Matriculado
1,1,0,1,34,0,37,38,9,9,0,0,1,0,11.1,0.6,02.02,39,1,8014,0,1,0,6,6,4,12.25,0,0,5,5,0,0.0,0,Desistente
1,1,1,1,18,0,19,19,5,5,0,1,1,0,12.4,0.5,1.79,17,5,9119,1,1,0,5,9,4,12.5,0,0,5,11,5,11.285.714.285.714.200,0,Matriculado
2,1,0,1,43,0,38,38,1,4,0,0,1,0,10.8,1.4,1.74,39,1,9991,0,1,0,5,5,5,13.8,0,0,5,6,5,13.666.666.666.666.600,0,Graduado
1,1,0,1,21,0,19,1,9,8,0,0,1,0,15.5,2.8,-4.06,1,2,9254,1,1,0,6,8,3,12.0,0,0,6,9,1,11.0,0,Desistente
2,1,0,1,40,0,34,34,99,99,0,0,1,0,7.6,2.6,0.32,39,1,9991,0,1,0,5,9,3,11.0,0,0,5,8,4,12.5,1,Matriculado
1,1,1,1,19,0,19,37,5,5,0,0,1,1,10.8,1.4,1.74,17,1,9670,1,1,0,6,7,4,13.75,0,0,6,10,6,11.555.555.555.555.500,0,Graduado
1,1,0,1,27,0,37,37,1,1,0,0,1,0,10.8,1.4,1.74,1,1,9254,1,1,0,6,6,6,10.666.666.666.666.600,0,0,6,8,4,11.25,0,Matriculado
2,1,0,1,43,0,37,37,9,6,0,0,1,0,16.2,0.3,-0.92,42,1,9556,1,1,0,7,7,0,0.0,0,0,8,13,2,13.15,0,Desistente
1,1,0,1,31,0,37,37,9,9,0,0,1,0,9.4,-0.8,-3.12,43,1,9991,0,1,1,5,6,5,13.833.333.333.333.300,0,0,5,7,5,15.4,0,Graduado
1,1,1,1,26,0,38,1,134,134,0,1,1,0,8.9,1.4,3.51,44,1,9003,1,39,0,6,6,0,0.0,0,0,6,7,0,0.0,0,Matriculado
1,1,0,1,34,0,37,38,175,103,0,0,1,0,8.9,1.4,3.51,39,1,9991,0,1,0,5,5,5,15.8,0,0,5,5,5,16.8,0,Graduado
4,1,0,1,30,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,43,1,9500,1,19,11,14,26,12,1.252.608.695.652.170,1,11,14,26,12,1.252.608.695.652.170,1,Graduado
2,1,0,1,36,0,38,38,7,8,0,0,1,0,16.2,0.3,-0.92,39,1,9500,1,19,0,7,9,6,12.783.333.333.333.300,0,0,8,11,0,0.0,0,Desistente
1,1,0,1,46,0,37,37,6,7,0,1,0,0,11.1,0.6,02.02,7,1,9991,0,3,0,5,5,0,0.0,0,0,5,5,1,10.0,0,Desistente
1,1,0,1,22,0,1,19,5,9,0,0,1,0,7.6,2.6,0.32,17,1,9085,1,1,0,5,8,3,13.0,0,0,5,8,3,10.666.666.666.666.600,0,Graduado
1,1,0,1,27,0,1,19,5,9,0,0,1,0,16.2,0.3,-0.92,7,1,9003,1,3,0,6,8,0,0.0,0,0,6,10,0,0.0,0,Desistente
1,1,1,1,20,0,1,38,141,192,0,0,1,0,8.9,1.4,3.51,1,2,9119,1,1,0,5,7,5,10.8,0,0,5,9,3,12.0,0,Matriculado
1,1,0,1,20,0,19,38,9,8,0,0,1,0,8.9,1.4,3.51,51,1,9147,1,1,0,5,7,5,11.0,0,0,5,7,3,10.0,0,Matriculado
1,1,0,1,31,0,19,19,90,90,0,1,0,0,12.7,3.7,-1.7,42,1,9119,1,1,0,4,4,0,0.0,0,0,5,5,0,0.0,0,Desistente
1,1,1,1,20,0,37,19,9,9,0,1,1,0,9.4,-0.8,-3.12,1,1,9119,1,1,0,5,7,0,0.0,0,0,5,5,0,0.0,0,Matriculado
1,1,1,1,21,0,1,38,90,8,0,0,0,0,10.8,1.4,1.74,17,1,9773,1,1,0,6,10,2,12.0,0,0,6,0,0,0.0,0,Desistente
1,1,0,1,21,0,19,19,9,7,0,0,1,0,16.2,0.3,-0.92,17,1,9147,1,1,0,5,7,4,10.75,0,0,5,10,2,11.0,3,Desistente
1,1,0,1,19,0,1,4,9,10,0,0,1,0,16.2,0.3,-0.92,1,1,9147,1,1,0,5,8,5,11.6,0,0,5,10,4,13.5,3,Graduado
1,1,1,1,20,0,19,19,4,4,0,0,1,1,8.9,1.4,3.51,17,4,9147,1,1,0,5,6,5,11.8,0,0,5,8,4,11.6,0,Graduado
1,1,0,1,18,0,38,1,9,4,0,0,1,0,12.4,0.5,1.79,1,1,9003,1,1,0,6,7,6,16.0,0,0,6,6,6,15.166.666.666.666.600,0,Graduado
1,1,0,1,18,0,1,1,4,3,0,0,1,1,16.2,0.3,-0.92,1,2,9773,1,1,0,6,6,6,12.666.666.666.666.600,0,0,6,6,6,11.5,0,Graduado
1,1,0,1,30,0,1,2,144,123,0,1,1,0,12.4,0.5,1.79,39,1,9500,1,1,0,7,12,4,14.4,0,0,7,9,6,13.5,0,Matriculado
1,1,0,1,34,0,19,19,3,1,0,1,0,0,15.5,2.8,-4.06,39,1,9254,1,19,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Desistente
1,1,0,1,21,0,19,19,191,171,0,1,0,0,11.1,0.6,02.02,17,1,9670,1,1,0,6,11,4,12.25,0,0,6,9,4,13.4,0,Matriculado
1,1,0,1,20,0,37,1,9,7,0,0,1,0,16.2,0.3,-0.92,44,1,9070,1,39,2,7,9,5,12.6,0,5,9,10,8,12.75,1,Desistente
1,1,0,1,18,0,37,37,9,9,0,0,1,0,12.7,3.7,-1.7,1,1,9500,1,1,0,8,8,7,13.4,0,0,8,8,7,13.4,0,Graduado
1,1,1,1,21,0,1,1,4,3,0,1,1,0,16.2,0.3,-0.92,1,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
2,1,0,1,26,0,3,1,2,2,0,0,1,0,12.4,0.5,1.79,42,1,9003,1,1,0,6,9,1,10.0,0,0,6,6,0,0.0,0,Desistente
1,1,1,1,20,0,38,19,7,3,0,1,1,0,9.4,-0.8,-3.12,17,1,9119,1,1,0,5,5,0,0.0,0,0,5,5,0,0.0,5,Desistente
1,1,0,1,25,0,1,38,1,9,0,0,1,0,15.5,2.8,-4.06,44,1,9003,1,39,0,6,16,3,11.25,0,0,6,14,4,11.2,0,Desistente
1,1,0,1,19,0,1,1,4,4,0,0,1,0,7.6,2.6,0.32,17,1,9670,1,1,0,5,10,0,0.0,0,0,5,5,0,0.0,0,Matriculado
1,1,1,1,24,0,19,5,4,1,0,0,1,0,9.4,-0.8,-3.12,39,2,9147,1,1,0,5,8,3,10.666.666.666.666.600,1,0,5,5,1,14.0,0,Desistente
1,1,0,1,20,0,3,3,2,2,0,0,1,0,7.6,2.6,0.32,1,1,9130,1,1,0,5,7,4,11.75,0,0,5,5,5,13.4,0,Graduado
1,1,0,1,20,0,1,3,9,5,0,0,1,0,12.7,3.7,-1.7,1,1,9147,1,1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Desistente
1,1,1,0,18,0,3,1,9,6,0,0,1,0,10.8,1.4,1.74,5,3,9070,1,1,0,6,6,6,12.666.666.666.666.600,0,0,6,8,6,14.125,0,Graduado
4,1,0,0,25,0,19,3,9,2,0,0,1,0,12.7,3.7,-1.7,39,1,9556,1,1,0,7,14,7,11.95,0,0,8,15,7,12.042.857.142.857.100,0,Matriculado
1,1,1,0,22,0,38,37,9,6,0,0,1,0,11.1,0.6,02.02,17,1,9254,1,1,0,6,7,5,14.0,0,0,6,6,6,15.666.666.666.666.600,0,Graduado
1,1,0,0,41,0,37,37,0,6,0,0,0,0,9.4,-0.8,-3.12,43,1,8014,0,1,0,6,6,0,0.0,6,0,6,12,0,0.0,0,Desistente
1,1,0,0,19,0,37,38,7,9,0,1,1,1,12.7,3.7,-1.7,1,2,9147,1,1,0,5,11,2,11.5,0,0,5,10,0,0.0,0,Desistente
1,1,1,0,21,0,3,3,3,4,0,0,1,0,13.9,-0.3,0.79,43,1,9130,1,1,0,6,10,6,12.0,0,0,6,12,5,12.8,0,Graduado
1,1,1,0,30,0,1,1,5,5,0,1,1,0,13.9,-0.3,0.79,39,1,9085,1,1,0,6,7,6,16.428.571.428.571.400,0,0,6,7,6,16.666.666.666.666.600,0,Desistente
1,1,1,0,21,0,38,38,9,9,0,0,1,1,11.1,0.6,02.02,1,5,9500,1,1,0,7,9,5,13.336.000.000.000.000,0,0,8,9,7,13.207.142.857.142.800,0,Graduado
2,1,0,0,26,0,19,38,9,9,0,0,1,1,10.8,1.4,1.74,39,2,9556,1,1,0,7,7,0,0.0,0,0,8,8,0,0.0,6,Matriculado
1,41,0,0,21,1,1,1,9,4,0,0,1,0,11.1,0.6,02.02,15,1,9670,1,1,2,7,9,7,14.666.666.666.666.600,0,1,6,8,6,14.0,0,Graduado
1,1,1,0,18,0,1,1,3,4,0,0,1,0,10.8,1.4,1.74,1,1,9500,1,1,0,8,8,7,14.115.714.285.714.200,0,0,8,8,7,14.115.714.285.714.200,0,Graduado
1,1,1,0,19,0,3,1,1,4,0,0,1,1,12.4,0.5,1.79,1,4,9085,1,1,0,6,7,6,14.857.142.857.142.800,0,0,6,10,6,1.311.111.111.111.110,0,Graduado
1,1,1,0,18,0,1,38,9,8,0,0,1,1,8.9,1.4,3.51,1,2,9085,1,1,0,6,7,6,13.833.333.333.333.300,0,0,6,10,6,13.714.285.714.285.700,0,Graduado
1,1,1,0,19,0,2,3,2,2,0,0,1,0,12.7,3.7,-1.7,17,2,9147,1,1,0,5,10,3,11.0,0,0,5,9,4,11.75,0,Matriculado
1,1,0,0,21,0,3,3,2,5,0,0,1,0,13.9,-0.3,0.79,43,1,9085,1,1,0,6,11,4,11.75,0,0,6,12,3,13.666.666.666.666.600,0,Matriculado
1,1,1,0,18,0,19,1,9,3,0,0,1,1,13.9,-0.3,0.79,17,2,9147,1,1,0,5,15,2,10.0,0,0,5,14,2,12.0,0,Desistente
1,1,1,0,24,0,37,37,7,7,0,0,1,1,10.8,1.4,1.74,39,1,9500,1,1,0,8,15,6,12.415,0,0,8,15,6,12.415,0,Graduado
1,1,1,0,21,0,4,5,2,2,0,0,1,0,12.7,3.7,-1.7,1,1,9130,1,1,0,5,12,1,11.0,0,0,5,9,2,10.5,0,Matriculado
1,1,1,0,23,0,19,19,9,9,0,0,1,0,16.2,0.3,-0.92,44,1,9085,1,39,1,6,14,5,14.428.571.428.571.400,0,1,6,7,6,13.428.571.428.571.400,0,Graduado
1,1,1,0,18,0,38,19,5,7,0,0,1,1,10.8,1.4,1.74,17,2,9500,1,1,0,8,8,7,14.312.857.142.857.100,0,0,8,8,7,14.312.857.142.857.100,0,Graduado
1,1,0,0,26,0,4,1,2,9,0,0,0,0,11.1,0.6,02.02,39,1,9085,1,1,0,6,8,6,15.428.571.428.571.400,0,0,6,7,5,14.5,0,Matriculado
1,1,1,0,20,0,38,38,5,8,0,0,1,0,9.4,-0.8,-3.12,1,1,9130,1,1,0,5,9,4,12.0,1,0,5,6,5,13.4,0,Graduado
1,1,0,0,18,0,4,1,5,5,0,0,1,0,11.1,0.6,02.02,1,1,9238,1,1,0,6,7,6,13.833.333.333.333.300,0,0,6,7,6,13.714.285.714.285.700,0,Graduado
1,1,1,0,20,0,2,12,3,10,0,0,1,0,11.1,0.6,02.02,1,1,9238,1,1,0,6,6,6,12.166.666.666.666.600,0,0,6,7,6,12.142.857.142.857.100,0,Graduado
1,1,1,0,20,0,19,19,4,4,0,0,1,0,12.7,3.7,-1.7,1,1,9500,1,1,0,8,8,7,14.014.285.714.285.700,0,0,8,8,7,14.014.285.714.285.700,0,Matriculado
1,1,1,0,18,0,1,19,4,10,1,0,1,0,12.7,3.7,-1.7,17,2,9238,1,1,0,6,15,2,10.333.333.333.333.300,3,0,6,13,3,13.333.333.333.333.300,0,Matriculado
1,1,1,0,22,0,1,12,9,10,0,0,1,1,12.4,0.5,1.79,1,4,9773,1,1,0,6,7,5,13.2,0,0,6,7,5,13.6,0,Graduado
1,1,1,0,20,0,37,37,9,9,0,1,1,0,7.6,2.6,0.32,1,1,9500,1,1,0,7,7,6,15.4,0,0,7,7,6,15.4,0,Graduado
1,1,1,0,19,0,1,37,9,9,0,0,1,1,13.9,-0.3,0.79,17,4,9500,1,1,0,7,7,7,13.385.714.285.714.200,0,0,8,8,8,15.925,0,Graduado
1,1,1,0,18,0,3,1,2,4,0,1,1,0,15.5,2.8,-4.06,1,1,9130,1,1,0,6,13,6,10.857.142.857.142.800,0,0,6,10,4,11.0,0,Desistente
1,1,0,0,18,0,38,37,6,6,0,0,1,0,13.9,-0.3,0.79,17,2,9147,1,1,0,5,11,5,11.333.333.333.333.300,0,0,5,8,5,12.0,0,Graduado
1,1,1,0,19,0,37,1,9,9,0,0,1,1,10.8,1.4,1.74,1,4,9085,1,1,0,5,7,4,14.5,0,0,5,5,5,13.6,0,Graduado
1,1,1,0,19,0,19,38,9,9,0,0,1,1,10.8,1.4,1.74,1,2,9070,1,1,0,6,6,6,14.166.666.666.666.600,0,0,6,8,6,12.375,0,Graduado
1,1,0,0,24,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,17,1,8014,0,1,0,6,7,6,12.833.333.333.333.300,0,0,6,8,6,12.0,0,Graduado
1,1,0,0,21,0,37,37,4,4,0,0,1,0,10.8,1.4,1.74,1,1,9238,1,1,0,6,7,6,13.333.333.333.333.300,0,0,6,6,6,14.5,0,Graduado
1,1,1,0,20,0,1,1,3,3,0,0,1,1,11.1,0.6,02.02,1,1,9238,1,1,0,6,7,6,13.666.666.666.666.600,0,0,6,7,6,14.571.428.571.428.500,0,Graduado
1,1,0,0,28,0,19,19,4,7,0,1,0,1,13.9,-0.3,0.79,39,1,9254,1,1,0,6,6,6,10.833.333.333.333.300,0,0,6,7,5,11.0,0,Desistente
1,1,1,0,21,0,37,19,9,8,0,0,1,0,7.6,2.6,0.32,1,2,9853,1,1,0,6,7,6,13.428.571.428.571.400,0,0,6,8,6,13.142.857.142.857.100,0,Graduado
1,1,1,1,20,0,37,38,191,163,0,1,1,0,11.1,0.6,02.02,1,1,9500,1,1,0,7,7,7,12.401.428.571.428.500,0,0,8,10,6,11.808.333.333.333.300,0,Matriculado
1,1,0,1,36,0,3,2,2,6,0,0,0,0,16.2,0.3,-0.92,42,1,9003,1,1,0,6,8,0,0.0,0,0,6,10,0,0.0,0,Desistente
2,1,0,1,42,0,37,37,9,9,0,0,0,0,12.7,3.7,-1.7,39,1,9991,0,1,0,4,4,0,0.0,0,0,5,0,0,0.0,0,Desistente
2,1,0,1,47,0,37,37,9,7,0,0,1,0,7.6,2.6,0.32,39,1,9991,0,1,0,5,9,4,11.5,0,0,5,6,5,11.6,1,Desistente
1,1,0,1,25,0,1,38,4,7,0,0,0,0,9.4,-0.8,-3.12,39,1,9119,1,1,0,5,8,0,0.0,0,0,5,5,0,0.0,0,Desistente
1,1,0,1,25,0,1,37,3,5,0,0,1,1,15.5,2.8,-4.06,39,1,9670,1,12,0,6,8,6,14.142.857.142.857.100,0,0,6,6,6,13.5,0,Graduado
2,1,0,1,48,0,19,37,6,8,0,0,1,0,12.4,0.5,1.79,39,1,8014,0,19,0,6,6,0,0.0,0,0,5,6,0,0.0,0,Desistente
1,1,0,1,32,0,38,38,9,7,0,0,1,1,10.8,1.4,1.74,43,1,9991,0,1,5,10,12,10,13.8,0,5,10,10,10,12.8,0,Graduado
1,1,0,1,38,0,38,38,9,7,0,0,1,0,8.9,1.4,3.51,7,1,9991,0,40,10,10,10,10,13.6,0,5,10,10,5,13.6,0,Desistente
1,1,0,1,37,0,37,37,5,5,0,0,1,0,15.5,2.8,-4.06,7,1,9238,1,40,11,16,23,15,11.733.333.333.333.300,0,6,11,17,9,1.188.888.888.888.880,0,Graduado
1,1,0,1,26,0,37,37,9,9,0,0,0,0,10.8,1.4,1.74,39,2,9147,1,1,0,5,8,1,10.0,0,0,5,9,1,10.0,0,Desistente
1,1,0,1,23,0,3,5,2,2,0,0,1,0,13.9,-0.3,0.79,44,1,9085,1,39,0,6,19,0,0.0,0,0,6,6,0,0.0,0,Desistente
1,1,0,1,23,0,38,19,3,5,0,0,1,0,15.5,2.8,-4.06,44,1,9003,1,39,0,6,6,0,0.0,0,0,6,8,0,0.0,0,Matriculado
1,1,0,1,20,0,2,3,9,6,0,0,1,0,12.4,0.5,1.79,44,1,9003,1,39,0,6,12,4,10.8,0,0,6,13,4,12.0,0,Matriculado
1,1,1,1,26,0,3,38,3,7,0,0,1,0,11.1,0.6,02.02,39,1,9500,1,4,2,7,8,6,13.046.666.666.666.600,0,2,8,10,7,1.330.625,0,Desistente
1,1,0,0,45,0,37,37,9,5,0,0,1,0,12.7,3.7,-1.7,43,1,8014,0,1,5,9,13,8,11.0,0,3,7,10,6,10.833.333.333.333.300,0,Matriculado
1,1,1,0,26,0,37,37,5,5,0,0,1,1,7.6,2.6,0.32,39,1,8014,0,19,0,6,10,3,12.333.333.333.333.300,0,0,6,14,3,11.666.666.666.666.600,0,Matriculado
1,1,0,0,26,0,9,9,90,90,0,0,1,0,7.6,2.6,0.32,43,1,8014,0,3,8,11,16,10,11.8,0,3,7,7,7,13.285.714.285.714.200,0,Graduado
1,1,0,0,25,0,37,37,9,9,0,0,1,0,10.8,1.4,1.74,39,1,9991,0,1,0,5,8,3,11.0,0,0,5,8,3,11.25,0,Matriculado
1,1,1,0,18,0,1,1,4,4,0,0,1,0,9.4,-0.8,-3.12,16,4,9500,1,1,0,8,8,8,13.11,0,0,8,8,8,13.11,0,Graduado
1,1,1,0,27,0,37,37,7,7,0,0,1,0,12.7,3.7,-1.7,7,1,9500,1,3,0,8,8,7,14.414.285.714.285.700,0,0,8,8,7,14.414.285.714.285.700,0,Graduado
6,1,0,0,24,0,19,1,5,90,0,0,0,0,10.8,1.4,1.74,17,3,8014,0,1,0,5,5,0,0.0,0,0,5,10,0,0.0,0,Desistente
1,1,1,0,20,0,38,19,6,10,0,0,1,0,15.5,2.8,-4.06,17,1,9147,1,1,0,5,8,5,12.333.333.333.333.300,0,0,5,7,5,12.2,0,Graduado
1,1,1,0,18,0,1,19,9,8,0,0,1,1,15.5,2.8,-4.06,1,1,9500,1,1,0,7,9,0,0.0,0,0,7,8,1,10.0,0,Desistente
1,1,1,0,18,0,19,38,7,7,0,0,1,1,12.7,3.7,-1.7,17,6,9556,1,1,0,7,9,7,14.1,0,0,8,8,8,133.125,0,Graduado
1,1,1,0,18,0,37,37,9,9,0,0,1,0,9.4,-0.8,-3.12,1,4,9500,1,1,0,8,8,8,13.045,0,0,8,8,8,13.045,0,Graduado
1,1,1,1,19,0,19,37,3,8,0,0,1,0,9.4,-0.8,-3.12,1,1,9500,1,1,0,8,10,5,12.858,3,0,8,10,5,12.858,3,Matriculado
1,1,1,0,19,0,1,1,4,4,0,0,1,1,9.4,-0.8,-3.12,42,3,9500,1,1,0,8,8,8,142.525,0,0,8,8,8,142.525,0,Graduado
1,1,0,0,19,0,12,1,5,10,0,0,1,1,12.4,0.5,1.79,1,4,9500,1,1,0,7,9,5,14.06,0,0,7,9,7,11.242.857.142.857.100,0,Matriculado
1,1,1,0,18,0,38,37,9,5,0,0,1,0,10.8,1.4,1.74,1,4,9500,1,1,0,8,8,7,15.075.714.285.714.200,0,0,8,8,7,15.075.714.285.714.200,0,Graduado
1,1,1,0,18,0,19,37,9,9,0,0,1,1,12.7,3.7,-1.7,17,2,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Matriculado
1,1,1,0,19,0,3,3,5,5,0,0,1,0,12.7,3.7,-1.7,43,2,9670,1,1,0,5,5,4,13.75,0,0,6,9,5,12.6,0,Matriculado
1,1,1,0,23,0,1,37,4,9,0,0,1,0,15.5,2.8,-4.06,7,0,9003,1,3,10,17,28,17,13.15,2,8,12,22,12,13.214.285.714.285.700,0,Graduado
1,1,1,0,21,0,19,19,4,7,0,0,1,1,13.9,-0.3,0.79,1,2,9238,1,1,0,6,9,5,12.333.333.333.333.300,0,0,6,7,5,11.8,0,Graduado
1,1,1,0,18,0,38,38,5,7,0,0,1,1,16.2,0.3,-0.92,1,3,9500,1,1,0,7,8,7,13.778.571.428.571.400,0,0,8,10,8,13.122.222.222.222.200,0,Graduado
1,1,1,0,20,0,34,37,9,9,0,1,0,0,10.8,1.4,1.74,1,1,9853,1,1,0,6,12,3,10.333.333.333.333.300,0,0,6,14,1,11.0,0,Desistente
1,1,1,0,23,0,19,37,5,5,0,0,1,0,16.2,0.3,-0.92,43,1,9773,1,1,0,6,11,3,11.333.333.333.333.300,0,0,6,7,2,11.0,0,Matriculado
1,1,1,0,20,0,37,37,9,7,0,0,1,0,10.8,1.4,1.74,1,1,9238,1,1,0,6,7,5,13.2,0,0,6,6,6,12.666.666.666.666.600,0,Matriculado
1,1,0,0,18,0,37,37,5,7,0,0,1,1,13.9,-0.3,0.79,1,1,9070,1,1,1,6,8,6,13.571.428.571.428.500,1,0,6,11,6,12.375,0,Graduado
1,1,0,0,29,0,37,37,9,7,0,0,1,0,9.4,-0.8,-3.12,1,1,8014,0,1,8,11,14,11,12.75,0,3,7,7,7,13.428.571.428.571.400,0,Graduado
1,1,1,1,28,0,38,1,5,4,0,0,1,0,7.6,2.6,0.32,39,1,9773,1,9,0,6,11,3,13.0,0,0,6,15,1,12.0,0,Desistente
1,1,1,1,19,0,37,37,7,7,0,0,1,0,9.4,-0.8,-3.12,1,3,9670,1,1,0,5,7,3,11.333.333.333.333.300,0,0,5,7,4,11.0,0,Matriculado
1,1,0,1,24,0,19,19,7,7,0,1,0,0,10.8,1.4,1.74,39,1,9670,1,1,0,6,12,0,0.0,0,0,6,9,0,0.0,0,Desistente
1,1,0,1,33,0,37,37,9,7,0,1,1,1,15.5,2.8,-4.06,39,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
1,1,1,1,19,0,19,37,5,7,0,0,0,0,9.4,-0.8,-3.12,17,1,9147,1,1,0,5,7,2,12.5,0,0,5,13,1,11.0,0,Desistente
1,1,0,1,19,0,38,19,9,3,0,0,1,0,11.1,0.6,02.02,1,1,9085,1,1,0,6,7,6,14.857.142.857.142.800,0,0,6,8,6,14.142.857.142.857.100,0,Graduado
4,1,0,1,37,0,37,37,7,7,0,0,1,0,12.7,3.7,-1.7,39,1,8014,0,1,3,9,13,8,12.0,0,2,7,8,7,11.571.428.571.428.500,0,Graduado
1,1,1,1,18,0,38,37,9,8,0,1,0,1,12.7,3.7,-1.7,1,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
4,1,0,1,29,0,37,37,9,9,0,0,1,0,7.6,2.6,0.32,39,1,9991,0,1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Matriculado
2,1,0,1,37,0,37,37,9,3,0,0,1,0,13.9,-0.3,0.79,39,1,9500,1,38,0,7,8,7,12.828.571.428.571.400,0,0,8,8,8,12.6875,0,Graduado
1,1,0,1,36,0,37,37,9,9,0,0,1,0,12.4,0.5,1.79,39,1,9500,1,1,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Desistente
1,1,1,1,19,0,1,38,7,7,0,0,1,0,8.9,1.4,3.51,1,2,9670,1,1,0,6,6,6,13.333.333.333.333.300,0,0,6,8,5,14.0,0,Graduado
1,1,1,1,33,0,19,1,9,3,0,0,1,1,9.4,-0.8,-3.12,42,1,9500,1,1,6,14,20,14,13.072.857.142.857.100,6,6,14,20,14,13.072.857.142.857.100,6,Graduado
1,1,0,1,34,0,1,1,5,7,0,0,0,0,15.5,2.8,-4.06,42,1,9119,1,1,2,7,13,5,12.0,0,2,7,7,3,11.0,0,Desistente
